"Season","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%"
"2019","31.6 %","68.5 %","47.0 %","62.7 %","84.9 %","76.2 %","41.8 %","60.9 %","11.2 %"
