Season,O.Swing.,Z.Swing.,Swing.,O.Contact.,Z.Contact.,Contact.,Zone.,F.Strike.,SwStr.
2019,0.05952195,0.05943374,0.04959721,0.08000362,0.04433153,0.0528766,0.02022238,0.03375652,0.02893141
